,Baslik,Ozet,Kategori,Link,Icerik
114,"Uzay aracı InSight, Mars’ta sismik dalgaları ilk kez saptadı","NASA’nın Mars’a sismik araştırma için gönderdiği InSight uzay aracının, kızıl gezegendeki sismik dalgaları ilk kez saptadığı belirtildi.",Dünya Dışı,https://www.trthaber.com/haber/dunya-disi/uzay-araci-insight-marsta-sismik-dalgalari-ilk-kez-saptadi-762782.html,"CNN’nin haberine göre, Mars’ta gerçekleşen depremler ve gezegene düşen meteorların oluşturduğu sismik dalgalar, InSight tarafından saptanarak verileri toplandı. Proceedings National Academy of Science dergisinde yayımlanan çalışmada, bu veriler incelendi. Araştırmacılar, sismik dalgaların kızıl gezegenin çekirdeği boyunca gerçekleşen yolculuğunu ve etkilerini analiz etti. Bunun, Mars’ın çekirdeğinin yoğunluğunu ve kimyasal bileşenlerini tahmin etmeye izin verdiği kaydedildi. İncelemede, kızıl gezegenin çekirdeğinin oksijen ve sülfür gibi hafif elementlerin yanı sıra az miktarda hidrojen ve karbon içerdiği belirlendi. Maryland Üniversitesi Jeoloji Bölümünden Doç. Dr. Vedran Lekic, ""1906'da bilim adamları depremlerden kaynaklanan sismik dalgaların dünyanın içindeki yolcuğunu gözlemleyerek ilk defa dünyanın çekirdeğini keşfetti. Şimdi, 100 yıldan biraz daha fazla süre sonra, bu bilgimizi InsSgiht sayesinde Mars'taki sismik verileri analiz etmek için uyguladık. Sonunda Mars'ın çekirdeğinde ne olduğunu, dünyaya benzerliğinin ne olduğunu ve onu dünyadan ayıran şeyin ne olduğunu keşfettik."" ifadesini kullandı. Doç. Dr. Nicholas Schmerr de dünyanın sıvı dış çekirdeğe ve katı bir iç çekirdeğe sahip olduğunu ama Mars'ın çekirdeğinin ise komple sıvıdan oluştuğunu dile getirdi. Mars'ın çekirdeğinin ayrıca, bilim insanlarının inandığından daha az yoğunluğa sahip daha küçük bir çekirdek olduğunu belirten Schmerr, ""Bir gezegenin çekirdeğinin yapısının o gezegenin nasıl oluştuğunu, zamanla neye evrildiğini bilmeye nasıl hizmet ettiğini bu mantıkla düşünebilirsiniz."" şeklinde konuştu. Insight, Aralık 2022’de solar panelleri toz nedeniyle bloke olana kadar 4 yıl boyunca Mars’tan veri toplamaya devam etmişti."
115,Starship’in fırlatma girişimi patlamayla sonuçlandı,SpaceX'in uzay keşif umutlarının merkezinde yer alan yeni dev roketi Starship’in ikinci fırlatma girişimi patlamayla sonuçlandı.,Dünya Dışı,https://www.trthaber.com/haber/dunya-disi/starshipin-firlatma-girisimi-patlamayla-sonuclandi-761886.html,"Daha önce uzay aracının Mars ve Ay’a inmesi öngörülen kısmına ait denemeler başarılı olmuştu. Dev roketin ikinci fırlatma girişimi patlamayla sonuçlandı.   Mars'a mürettebat göndermeyi amaçlayan şirket, Ay ve ötesine insan ile kargo gönderimi için başlıca roket olarak Starship'i kullanmayı planlıyor. Şimdiye kadar yapılan en güçlü rokete sahip uzay aracı, NASA’nın Ay roketinden yaklaşık 2 kat güçlü."
116,ABD duyurdu: NASA uydusu Dünya'ya düşebilir,ABD Ulusal Havacılık ve Uzay Ajansı'na (NASA) ait hizmet dışı kalan bir uydunun Dünya'ya düşebileceği duyuruldu.,Dünya Dışı,https://www.trthaber.com/haber/dunya-disi/abd-duyurdu-nasa-uydusu-dunyaya-dusebilir-761698.html,"NASA ve ABD Savunma Bakanlığından yapılan açıklamalara göre, Reuven Ramaty Yüksek Enerji Güneş Spektroskopik Görüntüleyici (Rhessi) uydu, atmosfere ABD'nin doğu yakası zaman dilimine göre akşam saatlerinde girecek. 272 kilogramlık uzay aracının büyük bir kısmının atmosferdeki yolculuğu sırasında yanacağı ancak bazı parçalarının Dünya'ya düşmesinin beklendiği bilgisi paylaşıldı. Dünya'daki herhangi birine zarar gelme riskinin düşük olduğu vurgulanan açıklamada, bu ihtimalin yaklaşık 2 bin 467'de 1 olduğu duyuruldu. 2002'de yörüngeye fırlatılan uydu, iletişim sorunları nedeniyle ""emekliye ayrıldığı"" 2018'e kadar 100 binin üzerinde Güneş olayını görüntüledi."
117,700 milyon ışık yılı uzakta iki galaksi çarpıştı,700 milyon ışık yılı uzakta iki galaksinin çarpışması NASA tarafından gözlemlendi.,Dünya Dışı,https://www.trthaber.com/haber/dunya-disi/700-milyon-isik-yili-uzakta-iki-galaksi-carpisti-761535.html,"Amerikan Havacılık ve Uzay Ajansı NASA'nın James Webb teleskobu 700 milyon ışık yılı uzakta, iki galaksi birbiri ile çarpıştığı anları gözlemlendi. Çarpışmanın etkisi ile milyarlarca güneşin yayacağı kadar kuvvetli kızıl ötesi ışık ortaya çıktı. ARP220 adı verilen gök ada takımı oluştu. Takımda yaklaşık 200 büyük yıldız bulunuyor."
118,"Beş uçuş için üretilen Mars helikopteri, 50. kez uçtu","NASA'nın Ingenuity Mars Helikopteri, yalnızca beş kez uçmak üzere tasarlandı, ancak geçen hafta bu küçük rotorlu araç, Kızıl Gezegen'in ince atmosferinde 50. uçuşunu gerçekleştirebildi. Şimdi sırada Julian Dağı'na yapacağı 51. uçuş var.",Dünya Dışı,https://www.trthaber.com/haber/dunya-disi/bes-ucus-icin-uretilen-mars-helikopteri-50-kez-uctu-761356.html,"50'nci uçuş, 13 Nisan'da  Mars toprağının 18 metre üzerinde, saniyede 4,6 metre hızla ve 322 metrelik bir uçuş olan Airfield Mu'ya ulaşmak için gerçekleştirildi. Toplam 145,7 saniye sürdü. NASA'nın uçuş günlüğü Ingenuity'nin kayıtları üzerine yaptığı analizde şunlar yer alıyor:    Ingenuity ekibi lideri Teddy Tzanetos, 50. uçuşu kutlayan bir blog yazısında, ""İlk uçtuğumuz zaman, beş uçuş gerçekleştirdiğimiz için inanılmaz derecede şanslı olacağımızı düşündük. Teknoloji gösterimimizin yüzde 1.250 oranında ve beklenen mesafenin yüzde 2.214 oranında tamamlanmasından bu yana beklenen kümülatif uçuş süremizi aştık."" dedi. Ingenuity ekibi, helikopteri Jezero Krateri'nin ""Fall River Pass"" bölgesine yaklaştırmak için şimdi 51. uçuşu planlıyor.   Gelecekteki uçuşlar, helikopterin Mars yüzeyinde 800 metrelik bir girinti olan Belva Krateri'nin panoramik manzarasını görüntüleyeceği ""Julian Dağı""na doğru yönelecek. NASA helikopterlerin gelecekteki gezegen sondalarına sık sık eşlik edeceğini öne sürüyor. Ajans, 2026'da Dünya'dan ayrıldıktan sonra 2034'te Satürn'ün uydusu Titan'a ulaşması beklenen ""Yusufçuk"" adında başka bir 'kopter' fırlatmayı planlıyor."
119,Hibrit Güneş tutulması için geri sayım başladı,"20 Nisan 2023 Perşembe günü, güney yarımkürede Ay, Güneş'i yaklaşık 76 saniye boyunca tamamen engelleyerek tam bir güneş tutulmasını izleme fırsatı yaratacak.",Dünya Dışı,https://www.trthaber.com/haber/dunya-disi/hibrit-gunes-tutulmasi-icin-geri-sayim-basladi-761352.html,"Dünyanın dört bir yanındaki tutulma meraklıları, benzersiz bir tam güneş tutulması gözlemlemek için Batı Avustralya, Timor Leste ve Batı Papua'ya seyahat ediyor. Tutulma sadece Güney Yarımküre'de görülebilecek. Güneş tutulması Hint Okyanusu'ndaki Kerguelen Adaları yakınlarında bir güneş doğuşu olarak başlayacak, Batı Avustralya kıyılarını sıyıracak ve ardından Doğu Timor ve Batı Papua boyunca ilerleyecek ve birkaç saniyeliğine bir ""ateş çemberi"" haline gelecek.  Pasifik Okyanusu'ndaki Marshall Adaları üzerinde Güneş batışı olarak son bulacak. Tam Güneş tutulmasına nispeten az sayıda insan şahit olacak. Sadece 50 bin kişinin Batı Avustralya'daki Exmouth Yarımadası'na gelmesi bekleniyor. Bölgenin normal nüfusu ise 5 bin civarında. 8 Nisan 2024'te 31 milyondan fazla Kuzey Amerikalı, tam Güneş tutulmasına şahitlik edecek."
120,"Bilim insanları, Dünya'ya benzeyen ötegezegenlerin sanıldığından fazla olduğunu düşünüyor","ABD'li bilim insanlarına göre, Dünya'ya benzeyen ötegezegenler sanıldığı kadar nadir olmayabilir.",Dünya Dışı,https://www.trthaber.com/haber/dunya-disi/bilim-insanlari-dunyaya-benzeyen-otegezegenlerin-sanildigindan-fazla-oldugunu-dusunuyor-761218.html,"New Atlas sitesinin haberine göre, California Üniversitesinden (UCLA) bilim insanları, hidrojen atmosferleri ve erimiş magma okyanusları olan genç ötegezegenlerde suyun nasıl oluştuğuna dair çalışma yürüttü. Carnegie Bilim Enstitüsü işbirliğiyle gerçekleştirilen çalışma, su bulunduran ötegezegenlerin daha önce düşünüldüğü kadar nadir olmayabileceğini ve dünyaya benzeyen ötegezegenlerde suyun varlığının neredeyse kesin olabileceğini gösterdi. Kırmızı cüce yıldızların yörüngesinde bulunan kayalık Süper Dünyalar hakkındaki verilere dayanan bu sonucun ardından araştırmacılar, atmosferlerinde zengin hidrojen ve magma okyanusları bulunan genç gezegenlerin belirli bileşikler ve reaksiyonlar noktasında nasıl materyal değiş tokuşunda bulunduğuna dair matematiksel modeller geliştirdi. UCLA profesörü Ed Young liderliğindeki ekip, hidrojenin sıvı ve sıcak magmada çözünerek oksijenle etkileşimi sonucu su ürettiğini buldu. Araştırmacılar, bu koşulların Dünya benzeri dış gezegenlerde yaygın olduğunu düşündüğünden, bunun üzerlerindeki suyun da yaygın olacağı anlamına geldiği çıkarımına ulaştı. Bilim insanları bu durumda Dünya'ya benzeyen ötegezegenlerin sanıldığından fazla olduğu sonucuna vardı. Young, ""Tarih boyunca kendimiz hakkında yeni şeyler öğrendikçe Dünya’nın ne kadar tipik olduğunu görüyoruz. Evrendeki yerimizle alakalı bakış açımızı değiştirirsek bu gelecekteki araştırma yürütme yöntemlerimize yaklaşımımızı değiştirebilir ve dünyayı sarsan daha fazla keşif yapabiliriz."" değerlendirmesinde bulundu. ""Nature"" dergisinde yayımlanan çalışmanın bir sonraki aşaması, matematiksel modelleri iyileştirmek için ötegezegenlerin atmosferlerinin daha ayrıntılı bir incelemesini yapmak olacak."
121,"Çin, ""Fıngyün-3 07"" meteoroloji uydusunu fırlattı","Çin, ""Fıngyün"" uydu ağının parçasını oluşturacak meteoroloji uydusunu uzaya gönderdi.",Dünya Dışı,https://www.trthaber.com/haber/dunya-disi/cin-fingyun-3-07-meteoroloji-uydusunu-firlatti-761001.html,"Xinhua'nın haberine göre, ""Fıngyün-3 07"" uydusu, Long March-4B roketiyle Gobi Çölü'ndeki Ciuçüen Uydu Merkezi'nden fırlatıldı. Fırlatışın ardından Alçak Yer Yörüngesi'ndeki belirlenen konumuna yerleşen uydu, hava tahmini, afet önleme, iklim değişikliğiyle mücadele ve ekolojik koruma hizmetleri sağlayacak. Fırlatış, Long March roketiyle gerçekleştirilen 471'inci başarılı taşıma görevi oldu. İlk kez 1988'de fırlatılan Fıngyün meteoroloji uydularından bugüne dek 4 sınıfta 21 uydu uzaya gönderildi. Fıngyün-1 ve Fıngyün-3 uyduları, Alçak Yer Yörüngesi, Ay Eş Zamanlı Yörünge ve Güneş Eş Zamanlı Yörünge'de, Fıngyün-2 ve Fıngyün-4 uyduları ise Yer Eş Zamanlı Yörünge'de konumlanıyor. Şanghay Uzay Uçuşu Teknolojisinin (SAST) geliştirdiği uyduları, Çin Meteoroloji İdaresi kullanıyor. Çin, 2007'de uydusavar füze testi için Fıngyün-1C uydusunu hedef alarak vurmuştu. Uydunun parçalanması, Güneş Eş Zamanlı Yörünge'de 3 binden fazla yüksek hızlı parçadan oluşan uzay enkazını ortaya çıkarmıştı."
122,NASA'nın uzay domatesleri Dünya'ya geliyor,NASA'nın astronotlara taze gıda üretmeye yönelik başarılı bir araştırmayı sonuçlandırmasıyla uzayda yetiştirilen domatesler bu hafta sonu Dünya'ya geri dönecek.,Dünya Dışı,https://www.trthaber.com/haber/dunya-disi/nasanin-uzay-domatesleri-dunyaya-geliyor-760707.html,"Domates hasadı, yaklaşık 2 bin kilogram malzemeyle bilimsel deneyleri taşıyacak olan ve ikmal için kullanılan SpaceX Dragon kargo uzay aracıyla 15 Nisan'da Uluslararası Uzay İstasyonu'ndan (UUİ) ayrılacak. Veg-05 deneyinde UUİ'deki astronotlar, yörüngedeki laboratuvarın minyatür serasında cüce domates yetiştirerek üç hasat gerçekleştirdi. Domatesler daha sonra dondurularak besin değerleri incelendi. NASA bir blog yazısında, ""Mürettebatın gelişmiş bir yaşam deneyimi olması ve taze gıda için uzayda bitki yetiştirme becerisi, gelecekteki uzun süreli görevler açısından önemli"" diye yazdı. Dünya'da kullanılmak üzere uyarlanabilir Bu donanım, bahçeye erişimi olmayanlara taze ürün sağlamak ve yaşlılarla engellilere bahçe terapisi sunmak amacıyla, Dünya'da kullanılmak üzere uyarlanabilir. Hafta sonu Dünya'ya dönecek diğer UUİ deneyleri arasında Japon uzay ajansı JAXA'nın ürettiği, daha verimli güneş pillerinin geliştirilmesinde fayda sağlayabilecek kristaller ve Kanada Uzay Ajansı'nın, mikro yerçekiminde atardamarların nasıl yaşlandığına ilişkin araştırması yer alıyor. 1980'lerden beri bitki yetiştirmek çok sayıda deneye konu oldu Uzayda yiyecek ve bitki yetiştirmek, bir Sovyet mürettebatının Salyut 7 uzay istasyonunda ilk çiçeği yetiştirdiği 1980'lerden bu yana çeşitli uzay ajanslarının çok sayıda deneyinin konusu oldu. Taykonot diye bilinen Çinli astronotlar geçen yıl uzayda ilk kez tohumdan çeltik yetiştirmişti. Böylece bilim insanları ilk kez bir çeltiğin, tohumdan kendi tohumlarını üretebilen olgun bir bitkiye kadarki tüm yaşam döngüsünü mikro yerçekimi ortamında başarıyla üretmiş oldu. NASA, Dragon kargo aracının 15 Nisan Cumartesi günü Türkiye saatiyle 17.45'te UUİ'den kalkmasını ve ayrılmasını internet sitesinden ücretsiz ve canlı yayımlayacak."
123,Şimdiye kadar görülen ilk kara deliğin geliştirilmiş yeni görüntüsü yayınlandı,"Bilim insanları, şimdiye kadar görülen ilk kara deliğin önemli ölçüde geliştirilmiş bir versiyonunu yayınladı.",Dünya Dışı,https://www.trthaber.com/haber/dunya-disi/simdiye-kadar-gorulen-ilk-kara-deligin-gelistirilmis-yeni-goruntusu-yayinlandi-760621.html,"2017'de Event Horizon Telescope (EHT), yakındaki bir galaksinin merkezindeki bir kara delik olan M87 hakkında veri topladı. Bu veriler, iki yıl sonra ""bulanık, turuncu"" bir çörek gibi görünen kara deliğin görüntüsünü oluşturmak için kullanıldı. Şimdi, bilim insanları bu görüntüyü geliştirmek ve ilk kez görülen kara deliğin tam çözünürlüklü bir resmini üretmek için yapay zekayı kullandı.    Bilim insanları kara deliğin daha da iyi bir görüntüsünü vermenin yanı sıra, bunun gizemli, yoğun ve büyük kütleli nesneler hakkında daha fazla bilgi sağlayabileceğini umuyorlar. Institute for Advanced Study'den baş yazar Lia Medeiros yaptığı açıklamada, ""Yeni makine öğrenimi tekniğimiz PRIMO ile mevcut dizinin maksimum çözünürlüğünü elde edebildik. Kara delikleri yakından inceleyemeyeceğimiz için, bir görüntünün ayrıntısı, onun davranışını anlama yeteneğimizde kritik bir rol oynuyor."" dedi."
124,"James Webb Uzay Teleskobu genç süpernovanın içindeki ""yeşil canavarı"" görüntüledi","James Webb Uzay Teleskobu, süpernovanın gözlemlenebilen kalıntılarında daha önce görülmemiş renkli ayrıntılar yakaladı. Görüntünün süpernova patlamasıyla yok olan ve ışığı Dünya'ya ilk kez 340 yıl önce ulaşan yıldızdan geriye kalan ""Cassiopeia A"" adlı gaz ve toz bulutuna ait olduğu açıklandı.",Dünya Dışı,https://www.trthaber.com/haber/dunya-disi/james-webb-uzay-teleskobu-genc-supernovanin-icindeki-yesil-canavari-goruntuledi-760472.html,"Galaksideki bilinen en genç süpernova kalıntısı olması nedeniyle Dünya ve uzaydaki pek çok teleskop tarafından izlendiği bildirilen Cassiopeia A'nın, Cassiopeia Takımyıldızı'nda (Kraliçe veya Koltuk Takımyıldızı) 11 bin ışık yılı uzaklıkta yer aldığı ve kalıntıların 10 ışık yılı boyunca uzandığı kaydedildi. ""Cas A"" olarak da bilinen kalıntıdan alınan görüntülerin, bilim insanlarının yıldız patlamalarının nasıl meydana geldiği hakkında daha fazla bilgi edinmelerini sağladığı belirtildi. Gök bilimciler, Webb Teleskobu'nun kızılötesi kameralarını diğer teleskopların kaçırdığı detayları yakalamak üzere Cas A yönüne çevirdi. Kızılötesi görüntüler, patlayarak ölen yıldızlarda otopsi yapma imkanı sağlıyor Purdue Üniversitesi Öğretim Üyesi ve Webb Programı Baş Araştırmacısı Danny Milisavljevic, yaptığı açıklamada, ""Cas A bize, patlayan bir yıldızın enkazına bakmak ve daha önce orada ne tür bir yıldız olduğunu, o yıldızın nasıl patladığını anlamak için bir tür yıldız otopsisi yapma fırsatı sunuyor."" dedi. Webb'in Cas A'ya ait yeni kızılötesi görüntüleri, kalıntının renklerinin insan gözüyle algılanabilmesi için görünür ışığa çevrildi. Kalıntının dış yüzeyindeki kırmızı ve turuncu ışık, patlamadan önce yıldızın uzaya püskürttüğü maddelerin çevredeki gaz ve tozla çarpışmasıyla oluşan sıcak toz bölgesini gösteriyor. Kalıntının kabarcık benzeri yapısının içinde kümeleri ve düğümleri andıran şekillerle parlak pembe ışık görülebiliyor. Bu bölümde patlayan yıldızdan gelen argon, neon ve oksijen gibi parıldayan elementler bulunuyor. Araştırmacılar, görüntüde ""yeşil canavar"" tespit etti Balonun sağ tarafındaki parlak yeşil halka da araştırmacıların ilgisini çekti. Milisavljeviç, ""Boston'daki Fenway Park'tan esinlenerek ona 'yeşil canavar' adını verdik. Yakından bakarsanız mini baloncuklara benzer şekillerle dolu olduğunu fark edeceksiniz. Şekiller ve karmaşıklık beklenmedik ve anlaşılması zor."" dedi. Yıldızların patlama süreçlerinin anlaşılmasının Güneş ve Dünya'nın da geçmişini gösterebileceğini vurgulayan Milisavljeviç, ""Kariyerimin geri kalanını bu verilerde ne olduğunu anlamaya çalışarak geçireceğim."" ifadesini kullandı. Cas A gibi süpernova kalıntılarının incelenmesi, bilim insanlarının yıldızlar ve gezegenler için yapı taşı olan kozmik tozu ve patlayan yıldızların yaşam için çok önemli elementleri nasıl serbest bıraktığını anlamalarına yardımcı olabilir. Araştırmacılar, görüntüdeki tüm farklı renklerin hangi maddelerin varlığını gösterdiğini araştırıyor."
125,Jüpiter'in sırlarını çözecek 8 yıllık yolculuk başlıyor,"Avrupa Uzay Ajansı (ESA), kuruluşun şimdiye kadarki en iddialı görevlerinden biri olarak, Jüpiter gezegenine bir uydu fırlatmaya hazırlanıyor.",Dünya Dışı,https://www.trthaber.com/haber/dunya-disi/jupiterin-sirlarini-cozecek-8-yillik-yolculuk-basliyor-760316.html,"Uydu, dev gezegenin büyük uydularına ulaşmak için sekiz yıllık bir yolculuk için bugün Dünya'dan ayrılacak. Buzlu dünyalar olarak da adlandırılan Callisto, Europa ve Ganymede'in derinliklerinde sıvı su okyanusları tuttuklarına dair kanıtlar var. Esa misyonu, Ay'ların yaşamı sürdürmek için gerekli koşullara sahip olup olmayacağını belirlemeyi amaçlıyor.   Proje, Jupiter Icy Moons Explorer veya kısaca Juice olarak biliniyor. Juice yaşamı algılamaya çalışmıyor. Yani uzaylı balıkların resimlerini geri göndermeyecek. Ancak uyduların gizli okyanuslarındaki koşulların en azından basit mikrobiyal organizmaları destekleme şansı olup olmadığını belirlemeye yardımcı olabilir. ESA'nın bilim direktörü Prof Carole Mundell, bunun çılgınca bir fikir olmadığını söylüyor. BBC News'e verdiği demeçte, ""Dünyadaki her aşırı ortamda, yüksek asitlik, yüksek radyoaktivite, düşük sıcaklık, yüksek sıcaklık, bir şekilde mikrobiyal yaşam buluyoruz"" dedi."
126,"Japon ""Ispace""in uzay aracının nisan sonu Ay'a varması bekleniyor",Japonya merkezli Ispace Inc. şirketi tarafından üretilen uzay aracının 26 Nisan'da Ay'a varabileceği açıklandı.,Dünya Dışı,https://www.trthaber.com/haber/dunya-disi/japon-ispacein-uzay-aracinin-nisan-sonu-aya-varmasi-bekleniyor-760304.html,"Başkent Tokyo merkezli Ispace Inc. şirketinin açıklamasına göre, ""Hakuto-R"" keşif programı kapsamında geliştirilen uzay aracının 26 Nisan'da Japonya yerel saatiyle 01.40 sularında Ay'a iniş yapması bekleniyor. Ispace kurucusu ve Üst Yöneticisi (CEO) Hakamada Takeşi, açıklamasında ""Ticari Ay misyonlarının yeni çağının başlangıcı olabilecek tarihi bir güne tanıklık etmeyi bekliyoruz."" dedi. Japon Devlet Televizyonu NHK, başarılması halinde özel bir şirket üretimi uzay aracının ilk kez Ay yüzeyine ineceğini aktardı. 2,3 metre yüksekliğinde ve 2,6 metre enindeki uzay aracı, kargosunda, dönüştürülebilir küçük bir robot taşıyor. Japonya Havacılık ve Uzay Araştırma Ajansı (JAXA) ile oyuncak firması Tomy tarafından üretilen robot, yüzey araştırmaları yapacak. Mürettebatsız uzay aracı, Aralık 2022'de ABD'nin Cape Canaveral üssünden SpaceX Falcon 9 roketiyle Ay'a gönderilmişti. O dönem yapılan açıklamaya göre uzay aracının, Nisan 2023 sonunda Ay'a ulaşması tahmin ediliyordu. Keşif programı, ismini, Japon halkınca, Ay üzerinde yaşadığına inanılan beyaz bir tavşan türünden alıyor."
127,NASA Mars görevi için simülasyon ortamı hazırlıyor,"Amerikan Havacılık ve Uzay Ajansı NASA 2030'da Mars'a insanlı yolculuğa hazırlanıyor. Görev için öncelikle Mars'taki yaşamın 3 boyutlu simülasyonu tasarlandı. 4 kişilik mürettebat hazırlanan simülasyon ortamında, 1 yıl boyunca Mars görevini deneyimleyecek.",Dünya Dışı,https://www.trthaber.com/haber/dunya-disi/nasa-mars-gorevi-icin-simulasyon-ortami-hazirliyor-760098.html,"2025 yılında Ay'a üs kurmak için çalışmaları hızlandıran Amerikan Havacılık ve Uzay Ajansı NASA, bir yandan da Mars görevine hazırlanıyor. 2030'da başlayacak Mars yolculuğu için kolları sıvadı.   Görev öncesinde Mars'taki yaşamı deneyimlemek için bir simülasyon geliştirildi. ABD'nin Teksas eyaletinde bulunan simülasyon platformunda astronotların Mars görevi sırasında nasıl bir yaşam süreceği 1 yıl boyunca izlenecek. Mürettebat Sağlık ve Performans Araştırma Analogu isimli simülasyon, üç boyutlu yazıcılar ile tasarlandı. Yatak odaları, çalışma alanları ve robot istasyonu bulunan simülasyonda, Kızıl Gezegen'in yüzeyi de birebir taklit edildi. 4 kişilik mürettebatın bitki yetiştirebilmesi için de bir alan oluşturuldu. 1 yıllık simülasyon süresince mürettebatın akıl sağlığı ve sosyal dinamikleri de izlenecek. Mürettebatın isimlerinin yaz aylarında açıklanması bekleniyor. "
