,Başlık,İçerik,Kategori
51,Konya Vakıflar Bölge Müdürlüğü Aksaray'da 100 çocuğa hediye giyim çeki dağıttı,"Konya Vakıflar Bölge Müdürlüğü Aksaray'da, öksüz ve yetim çocuklara bayramlık yardımı kapsamında 2 bin 750 liralık hediye giyim kartı verdi.",Güncel
52,Kapadokya Üniversitesinde üretilen insansız hava aracı tescillendi,"Kapadokya Üniversitesi İnsansız Hava Aracı Sistemleri Uygulama ve Araştırma Merkezinde üretilen İHA, tescil sertifikası ile sanayi sicil belgesi aldı.",Güncel
53,Mardin'de Valilik Park hizmete açıldı,Mardin'in Artuklu ilçesi 13 Mart Mahallesinde 6 bin 230 metrekare üzerine inşa edilen Valilik Park hizmete açıldı.,Güncel
54,Bingöl'deki trafik kazasında yaşamını yitiren jandarma personeli için tören düzenlendi,Bingöl'de meydana gelen trafik kazasında hayatını kaybeden Jandarma Uzman Çavuş Alper Nuri Çil için tören yapıldı.,Güncel
55,İnegöl’ün geçmişi ile geleceği aynı iftarda buluştu,"İnegöl Belediye Başkanı Alper Taban, Huzurevi sakinleriyle lise öğrencilerini aynı iftar sofrasında misafir etti. Gastro İnegöl’de düzenlenen iftarda, öğrenciler ve yaşlılar birbirleriyle kaynaşma fırsatı buldu.",Güncel
56,Sakarya’da seçimlerde 3 bin 891 jandarma ve polis görev yapacak,Sakarya’da 31 Mart günü yapılacak olan Mahalli İdareler Genel Seçimleri’nde 3 bin 891 jandarma ve polis görev yapacak.,Güncel
57,Erzurum’da terör operasyonu,"Erzurum'da jandarma ekipleri, seçimleri provoke etmek isteyen ve sosyal medya üzerinden terör propagandası yapan şahıslara operasyon düzenlendi.",Güncel
58,Toprak havuz balık yetiştiriciliğine GEKA’dan destek,"Sanayi ve Teknoloji Bakanlığı Kalkınma Ajansları Genel Müdürlüğü koordinasyonunda faaliyetlerini yürüten Güney Ege Kalkınma Ajansı, Milas’ta toprak havuzlarda yetişen balığın depolanması ve paketlenmesi tesisinin fizibilite projesine destek verdi.",Güncel
59,Kars’ta seçim güvenliği toplantısı yapıldı,Kars’ta Vali/Belediye Başkan Vekili Ziya Polat’ın başkanlığında “Seçim Güvenliği Toplantısı” gerçekleştirildi.,Güncel
60,"Çalışma ve Sosyal Güvenlik Bakanı Işıkhan, Amasya'da çeşitli programlara katıldı","Çalışma ve Sosyal Güvenlik Bakanı Vedat Işıkhan, Amasya'da iş insanlarıyla bir araya geldi, AK Parti'nin Seçim Koordinasyon Merkezi'ni ziyaret etti.",Güncel
61,"Şırnak'ta ""Millet Kıraathanesi"" düzenlenen törenle açıldı","Şırnak Belediyesi ve Toplu Konut İdaresi Başkanlığı işbirliğiyle yapılan ""Millet Kıraathanesi"" düzenlenen törenle hizmete açıldı.",Güncel
62,"Ağrı İl Emniyet Müdürlüğü, Mahalli İdareler seçimleri için hazır","31 Mart 2024 Mahalli İdareler seçimlerine sayılı günler kala Ağrı İl Emniyet Müdürlüğü, seçim tedbirleri ve güvenlik çalışmaları ile alakalı toplandı.",Güncel
63,Sivas’ta yaşlı nüfus artıyor,"Türkiye İstatistik Kurumu, `İstatistiklerle Yaşlılar 2023` çalışmasını paylaştı.",Güncel
64,Muğla'da seçimlerde 227 sağlık personeli hastaları sandıklara taşıyacak,Muğla'da 31 Mart Mahalli İdareler Genel Seçimlerinde 227 sağlık personeli oy kullanacak hastaları sandıklara ulaştıracak.,Güncel
65,Kütahya’da tarım sektörü tarımsal üretimin planlaması hakkında bilgilendirildi,Tarımsal Üretimin Planlanması çerçevesinde ilde görev yapan Tarım ve Orman Bakanlığına bağlı tarım sektörü yöneticileri ile birim sorumlularına tarımsal üretimin planlaması hakkında yapılan ve ilerleyen süreçte yapılacak olan çalışmalar hakkında bilgilendirme yapıldı.,Güncel
66,Eskişehirli tiyatrocu 20 yıldır ramazan aylarında Karagöz oynatıyor,"Eskişehir'de tiyatro sanatçısı Hüseyin Demir, 20 yıldır ramazan aylarında her pazar Karagöz ile Hacivat temsiliyle izleyici karşısına çıkarak gölge oyunu geleneğinin yaşatılmasına katkıda bulunuyor.",Güncel
67,Çanakkale'de 3 adet ruhsatsız tabanca ele geçirildi,"Çanakkale'nin Gelibolu ilçesinde polis ekipleri tarafından bir şahsın ikametinde yapılan aramada, 3 adet ruhsatsız tabanca ele geçirildi",Güncel
68,Manisa'da erkenci kirazın hasadı 3 hafta sonra başlayacak,"Türkiye'de kirazın en erken yetiştiği yer olan Manisa'nın Şehzadeler ilçesinde, ağaçlardaki çiçeklerin bolluğu üreticileri yeni sezon için umutlandırdı",Güncel
69,POMEM öğrencileriyle iftarda buluştular,Erzurum protokolü Polis Meslek Eğitim Merkezi Müdürlüğünde 30. Dönem POMEM öğrencileri ve personeli ile iftar yaptı.,Güncel
70,Afyonkarahisar'da firari FETÖ hükümlüsü yakalandı,Afyonkarahisar'ın Sandıklı ilçesinde yakalanan firari FETÖ hükümlüsü cezaevine gönderildi.,Güncel
71,Samsun'da kumar oynayan 7 kişiye para cezası kesildi,"Samsun'un Atakum ilçesinde bir kafede kumar oynadıkları tespit edilen 7 kişiye para cezası kesildi, iş yeri sorumlusu da gözaltına alındı.",Güncel
72,Sivas'ta devrilen kamyonetteki 3 kişi yaralandı,Sivas'ın Şarkışla ilçesinde kamyonetin devrilmesi sonucu 3 kişi yaralandı.,Güncel
73,Yüksekova'da hayatını kaybeden öğretmenin adı atölyede yaşatılacak,Hakkari'nin Yüksekova ilçesinde geçirdiği kalp krizi sonucu hayatını kaybeden müzik öğretmeni Ahmet Kotan'ın ismi görev yaptığı okuldaki müzik atölyesine verildi.,Güncel
74,Edirne'de bir haftada 159 düzensiz göçmen yakalandı,Edirne'de bir haftada yasa dışı yollarla yurda girdiği belirlenen 159 düzensiz göçmen yakalandı.,Güncel
75,Bilecik'te mahalle iftarı verildi,"Bilecik'in Osmaneli ilçesinde Kaymakam Yüksel Ünal ve Belediye Başkanı Münür Şahin, iftarda vatandaşlarla bir araya geldi",Güncel
76,"Çanakkale'de sahte içki, ayı postu ve doldurulmuş karaca başı ele geçirildi","Çanakkale'nin Yenice ilçesinde sahte içki, ayı postu ve doldurulmuş karaca başı ele geçirilen operasyonda bir zanlı yakalandı.",Güncel
77,"Depremde kol ve bacağını kaybeden fizyoterapist, protezli hastalar için çalışıyor","Kahramanmaraş'ta, geçen yıl 6 Şubat'ta meydana gelen depremde enkaz altında kalıp, 48 saat sonra kurtarıldıktan sonra sağ kolu ile sağ bacağı ampute edilen fizyoterapist Zeynep Büyükardıç, tedavisinin ardından Gaziantep'e yerleşti ve belediyenin protez merkezinde göreve başladı.",Güncel
78,"Kırklareli Valisi Birol Ekici, huzurevi sakinleriyle iftar programında buluştu","Kırklareli Valisi Birol Ekici, huzurevi sakinleri ile iftar yaptı.",Güncel
79,"Kilis'in tescilli lezzeti ""cennet çamuru"" iftar sofralarından eksik olmuyor","Kilis'in coğrafi işaret tescilli lezzeti ""cennet çamuru"", ramazanda da damakları şenlendiriyor.",Güncel
80,Sakarya'da kadınların el emeği ürünleri ramazan çadırında sergilendi,"Sakarya Girişimci Kadınlar Derneğince bu yıl üçüncüsü gerçekleştirilen panayırda, kadınların el emeği ürünleri ramazan çadırında satışa çıktı.",Güncel
81,Pamukkale'de otomobilin çarptığı yaya yaralandı,Denizli'nin Pamukkale ilçesinde otomobilin çarptığı kişi yaralandı.,Güncel
82,109 kişinin öldüğü Ebrar Sitesi'ne ilişkin dava devam ediyor,"""Asrın felaketi"" olarak nitelendirilen 6 Şubat 2023'teki Kahramanmaraş merkezli depremlerde yıkılan Ebrar Sitesi B Blok'ta 109 kişinin ölümü, 3 kişinin yaralanmasına ilişkin 6 sanığın yargılanmasına devam edildi.",Güncel
83,Üzüm bağındaki ağaç kondu ev ilgi odağı oldu,Manisa'nın Sarıgöl ilçesinin Tırazlar Mahallesinde Ali Dölek isimli üzüm üreticisinin bağın kenarında bulunan dut ağacına yaptığı ahşap kulübe ilgi odağı oldu.,Güncel
84,Buldan'da seyir halindeki minibüste çıkan yangın söndürüldü,"Denizli'nin Buldan ilçesinde, yangın çıkan minibüs kullanılamaz hale geldi.",Güncel
85,Bayburt'ta Kütüphane Haftası etkinlikleri,"25-31 Mart Kütüphane Haftası münasebetiyle okullarda hafta boyunca çeşitli etkinlikler sürerken Bayburt İl Milli Eğitim koordinesinde, farklı okul ve kademelerde öğrenim gören öğrenciler, üniversitenin kütüphanesinde yeni kitaplarla tanıştı.",Güncel
86,Trabzon'da üç ilçede sağlık tesisi inşaatları devam ediyor,"Trabzon'un Maçka, Çarşıbaşı ve Akçaabat ilçelerinde aile sağlığı merkezleri ile 112 acil sağlık hizmet binalarının inşası sürüyor.",Güncel
87,Yalova OSB'de 6 milyar liralık fabrika ve üretim tesisi yatırımı,"Yalova Makine İhtisas Organize Sanayi Bölgesi'nde temeli atılan üretim tesisleri, fabrikalar ve sosyal donatı alanlarının toplam yatırım maliyeti 6 milyar lirayı bulacak.",Güncel
88,Giresun'da minibüs devrildi: 4 yaralı,Giresun'un Bulancak ilçesinde minibüsün devrilmesi sonucu 4 kişi yaralandı.,Güncel
89,Aydın'da uyuşturucu operasyonunda 3 tutuklama,Aydın'ın Germencik ilçesinde gerçekleştirilen uyuşturucu operasyonunda gözaltına alınan 4 kişiden 3'ü çıkarıldığı hakimlikçe tutuklandı.,Güncel
90,Malatya'da seçimde 4 bin 844 güvenlik personeli görev alacak,Malatya'da 31 Mart Mahalli İdareler Genel Seçimleri'nde 4 bin 844 polis ve jandarma görev alacak.,Güncel
91,Şanlıurfa’da bıçaklı kavgada 4 kişi yaralandı,Şanlıurfa’nın Haliliye ilçesinde iki grup arasında çıkan bıçaklı kavgada 4 kişi yaralandı.,Güncel
92,Moldovalı gelin Bartın'da köye muhtar adayı oldu,Moldovalı 2 yıl önce Bartın’ın Akbaş köyüne gelin gelen Nadejda Aksüt muhtar adayı oldu.,Güncel
93,Giresun'da 60. Kütüphane Haftası kutlandı,"Giresun'un Espiye ilçesinde ""60. Kütüphane Haftası"" düzenlenen törenle kutlandı.",Güncel
94,Isparta'da uyuşturucu operasyonunda 3 şüpheli tutuklandı,Isparta'nın Gönen ilçesinde düzenlenen uyuşturucu operasyonunda 3 şüpheli tutuklandı.,Güncel
95,18 yıl önce işlenen cinayetin zanlısı yakalandı,"Hatay'ın Reyhanlı ilçesinde, 18 yıl önce 1 kişinin öldürülmesiyle ilgili aranan zanlı, gözaltına alındı.",Güncel
96,Manisa'da genelinde 1 milyon 113 bin seçmen oy kullanacak,Manisa'da 31 Mart mahalli idareler seçimlerinde 3 bin 832 sandıkta 1 milyon 113 bin 141 seçmen oy kullanacak.,Güncel
97,Sahte parayla hayvan satın alım satımı yapan 2 zanlı tutuklandı,"Burdur’un Çavdır ilçesinde sahte para ile hayvan alışverişi yapan ve piyasaya 699 bin 600 TL değerinde sahte para sokan 2 şahıs, Konya’da yakalanarak çıkarıldığı mahkemece tutuklandı.",Güncel
98,"Trabzon'da ""meyve fidanı aşılama"" etkinliği yapıldı","Trabzon Orman Bölge Müdürü Emin Yılmaz, 21 Mart Ormancılık Günü ve Orman Haftası kapsamında çeşitli programlar düzenlediklerini söyledi.",Güncel
99,Batman'da yiyecek aramak için köye inen kurt görüntülendi,"Batman'ın Hasankeyf ilçesinde, kurdun yiyecek araması kameraya yansıdı.",Güncel
100,Hatay'da 6 düzensiz göçmen yakalandı,"Hatay'ın Reyhanlı ilçesinde, yurda yasa dışı yollarla girdikleri belirlenen 6 düzensiz göçmen yakalandı, 3 şüpheli gözaltına alındı.",Güncel
101,Tunceli'de Jandarma kütüphaneye 5 bin kitap bağışı,"Tunceli İl Jandarma Komutanlığı tarafından düzenlenen kitap bağışı kampanyasında toplanan 5 bin kitap, Hüseyin Güntaş Kütüphanesine bağışlandı.",Güncel
102,Milli Eğitim Bakanı Yusuf Tekin Iğdır’da,"Bir dizi ziyaret ve temaslarda bulunmak üzere Iğdır’a gelen Millî Eğitim Bakanı Yusuf Tekin, Iğdır Valiliğini ziyaret etti.",Güncel
103,"Karabük Valisi Yavuz, Mobil Göç Noktası aracını ziyaret etti","Karabük Valisi Mustafa Yavuz, Mobil Göç Noktası aracına ziyaret gerçekleştirdi.",Güncel
104,"Diyarbakır'da ""Seçim Koordinasyonu ve Güvenliği Toplantısı"" yapıldı","Diyarbakır Valisi Ali İhsan Su başkanlığında ""Seçim Koordinasyonu ve Güvenliği Toplantısı"" düzenlendi.",Güncel
105,Kocaeli Valisi Hasan Şıldak hayırseverlerin iftar programına katıldı,"Şanlıurfa Valisi Hasan Şıldak, hayırseverler tarafından Eyüp Peygamber Camisinde düzenlenen iftar programına katıldı.",Güncel
106,Balıkesir'de bağ evinde çıkan yangın söndürüldü,Balıkesir'in Erdek ilçesinde çıkan yangında bağ evinde hasar oluştu.,Güncel
107,Malatya'da trende 18 kilogram uyuşturucu ele geçirildi,"Malatya'da, 18 kilogram esrar ele geçirildi, 2 şüpheli tutuklandı.",Güncel
108,Konya Seydişehir Kaymakamı Cevdet Bakkal öğrencilerle iftarda buluştu,"Seydişehir Kaymakamı Cevdet Bakkal, Suğla Mesleki ve Teknik Anadolu Lisesinin pansiyonunda yatılı kalan öğrencilerle iftar programında bir araya geldi.",Güncel
109,Erzurum'da şarampole devrilen otomobilin hayatını kaybetti,Erzurum'un İspir ilçesinde şarampole devrilen otomobilin sürücüsü hayatını kaybetti.,Güncel
110,"Türkiye'nin ilk astronotu Gezeravcı, Uşak'ta gençlerle buluştu",Türkiye'nin ilk astronotu Alper Gezeravcı Uşak Üniversitesi'nde gençlerle bir araya geldi.,Güncel
111,Adıyaman'da durdurulan otomobilde ruhsatsız silah ele geçirildi,"Adıyaman'ın Besni ilçesinde durdurulan otomobilde, ruhsatsız silah ele geçirildi, 2 kişi gözaltına alındı.",Güncel
112,Kütahya Şehir Hastanesi hasta kabulüne başladı,Yapımı tamamlanan Kütahya Şehir Hastanesi'nde hasta kabulüne başlandı.,Güncel
113,Eskişehir Şehir Hastanesinde çocukların solunum sistemi kontrolünü kolaylaştıracak işlem başladı,"Eskişehir Şehir Hastanesi çocuklara yönelik fleksible bronkoskopi (akciğerlerdeki ana hava yollarının, ucunda kamera olan esnek bir cihazla değerlendirilmesi) işlemine başlandı.",Güncel
114,Tekirdağ'da uyuşturucu operasyonu: 5 şüpheli yakalandı,"Tekirdağ'da uyuşturucu ticareti yaptıkları iddiasıyla 5 şüpheli gözaltına alındı. Şüphelilerin adreslerindeki aramalarda, çeşitli uyuşturucular ele geçirildi.",Güncel
115,Muş'ta 60. Kütüphane Haftası kutlandı,"Muş'ta ""60. Kütüphane Haftası"" törenle kutlandı.",Güncel
116,Edirne'de 9 düzensiz göçmen yakalandı,Edirne'nin Lalapaşa ilçesinde yasa dışı yollarla yurda girdiği belirlenen 9 düzensiz göçmen yakalandı.,Güncel
117,Malatya’da zincirleme trafik kazası: 1 yaralı,Malatya’da 3 aracın karıştığı zincirleme trafik kazasında tırın altına giren araçta bulunan bir kişi yaralandı.,Güncel
118,Muğla seçim güvenliği toplantısı yapıldı,Muğla Valisi İdris Akbıyık başkanlığında 31 Mart 2024 Pazar günü yapılacak olan Mahalli İdareler Genel Seçimleri ile ilgili seçim güvenliği toplantısı yapıldı.,Güncel
119,Düzce Üniversitesi'nde Türk Tasavvuf Müziği konseri düzenlendi,"Düzce Üniversitesi'nde (DÜ), Türk Tasavvuf Müziği konseri gerçekleştirildi.",Güncel
120,Olumsuz mevsim koşulları ve tarım ilaçları bal üretimini azaltıyor,İklim değişikliğine bağlı mevsim değişiklikleri ile tarlalar ve bahçelerde bilinçsiz tarım ilacı kullanımı bal üretiminde kayba yol açıyor.,Güncel
121,Şanlıurfa'da suya kapılan çocuk 7 gündür aranıyor,"Şanlıurfa'nın Ceylanpınar ilçesinde, dereyi geçerken yükselen suya kapılıp kaybolan çocuğu arama çalışmaları sürüyor.",Güncel
122,Antalya'da uyuşturucu operasyonunda 3 şüpheli yakalandı,Antalya'da düzenlenen uyuşturucu operasyonunda 3 şüpheli gözaltına alındı.,Güncel
123,Çorum'da uyuşturucu taşıyan 2 kişi yakalandı,"Çorum'da uyuşturucu nakli yaptığı belirlenen 2 kişi polis ekiplerince yakalandı, zanlılara ait araçta 2 kilogram sentetik uyuşturucu ele geçirildi",Güncel
124,Erzincan'da uyuşturucuyla yakalanan iki zanlıdan biri tutuklandı,Erzincan'da uyuşturucu ticareti yaptığı iddiasıyla gözaltına iki zanlıdan biri tutuklandı.,Güncel
125,Sinop’ta şüpheli çanta paniği,Sinop’ta bahçeye bırakılan çanta paniğe neden oldu .,Güncel
126,Kayserili bilek güreşçileri Samsun'dan 10 madalya ile döndü,Samsun'da düzenlenen Bilek Güreşi Türkiye Şampiyonası'ndan Kayseri'yi temsil eden sporcular 10 madalya kazandı.,Güncel
127,Afyonkarahisar’da uyuşturucu operasyonu: 3 gözaltı,"Afyonkarahisar’da uyuşturucu satıcılarına yönelik yapılan denetimde 43,50 gram uyuşturucu madde ele geçirilirken, 3 kişi gözaltına alındı",Güncel
