,Başlık,İçerik,Kategori
10,Şampiyonluk adayı tayların genleri TİGEM'de korunuyor,"Tarım ve Orman Bakanlığı Tarım İşletmeleri Genel Müdürlüğü'ne bağlı işletmelerde bu sezon şu ana kadar şampiyon adayı 222 tay dünyaya gözlerini açtı. Tesislerde safkan Arap atı yetiştiriciliği ve ıslahı yapılarak, gen kaynağı korunuyor.",Yaşam
11,Marmara'da yağışlar yüzde 56 azaldı,"Marmara Bölgesi'nde şubat yağışlarının 1991-2020 ortalamasına göre yüzde 56, geçen yılın aynı dönemine göre ise yüzde 18 azaldığı belirlendi.",Yaşam
12,Yaşlılığa giden yolda sağlık için atılacak adımlar,"Yaşlılık günlerini sağlıklı geçirmek herkesin hayali… İşte uzmanların bu süreci en iyi şekilde atlatmak için beslenmeden uykuya, fiziksel aktiviteden hobi edinmeye yönelik tavsiyeleri...",Yaşam
13,Depremzede besicilere verilen koyunların ilk kuzuları dünyaya geldi,Tarım ve Orman Bakanlığınca 6 Şubat 2023'teki depremlerde hayvanları ölen besicilere hibe olarak dağıtılan damızlık koyunların ilk kuzuları dünyaya geldi.,Yaşam
14,FSM Köprüsü İrlanda Milli Günü için ışıklandırıldı,"İstanbul'un simge noktalarından Fatih Sultan Mehmet (FSM) Köprüsü, İrlanda Milli Günü dolayısıyla yeşil renkte aydınlatıldı.",Yaşam
15,"Türkiye'de 65 yaş üstü nüfusun gelecek yıl 9,5 milyonu aşması bekleniyor","Türkiye'de yaşlı nüfusu 2023'te yüzde 10,2'ye çıkarak Cumhuriyet tarihinde ilk kez çift haneyi gördü. Uzmanlar, 65 yaş üstü nüfusun gelecek yıl 9,5 milyonu aşmasının beklendiğini söylüyor.",Yaşam
16,Flamingolar Tuz Gölü'nde,"Flamingolar, kendileri için dünyadaki en büyük doğal üreme, beslenme ve kuluçka alanı olarak bilinen Tuz Gölü'ne gelmeye başladı.",Yaşam
17,6 soruda kolon kanseri,Sık görülen bir hastalık olan kolon kanseri erken teşhis sayesinde başarıyla tedavi edilebiliyor. Peki kolon kanseri hangi belirtilerle kendini ele veriyor? Korunmak mümkün mü?,Yaşam
18,Sınırı akıllı işaretler mi aileler mi çizmeli?,Medya içeriklerinde çocuk ve gençler için konulan yaş sınırları akıllı işaretlerle ifade ediliyor. Kimi içerikler aileyle izlenebilirken bazılarından çocukları tamamen uzak tutmak gerekiyor. Ancak kendi yaş grubuna uygun işarete sahip bir içeriği izlemek de çocukları olumsuz etkileyebiliyor.,Yaşam
19,Türkiye’nin her yeri Çukurova olacak,"Artan nüfus ve azalan gıdanın çözümü topraksız tarım, dikey tarım, jeotermal tarım ve sera organize tarım bölgeleri olacak. Klasik tarım faaliyetinin yanına eklenen 4 yeni model, apartman altlarında, otoparklarda hatta cruise gemilerinde bile bitki yetiştirilmesine imkan sağlıyor.",Yaşam
20,Emektar marangoz yaşadığı zorluklara rağmen 60 yıldır devam ediyor,"Çorum'da 60 yıldır marangozluk yapan 84 yaşındaki Mehmet Kula, ilk atölyesinin yanmasına, ikinci atölyesinin selde yıkılmasına ve sağlık problemlerine rağmen mesleğini titizlikle sürdürüyor.",Yaşam
21,Karaciğer bekleyen minik Emir'e şans ikinci kez güldü,"İzmir'de, henüz 7 aylıkken karaciğer dokusu nakledilen ve vücudunun reddetmesi üzerine bekleme listesine tekrar giren 6 yaşındaki Emir Çelik, ikinci nakil operasyonuyla sağlığına kavuştu.",Yaşam
22,Elleri olmayan Muhammer öğretmen çizdiği resimlerle öğrencilerine ilham veriyor,"Hakkari'nin Yüksekova ilçesinde görev yapan ve doğuştan elleri olmayan Karslı görsel sanatlar öğretmeni Muhammer Alkan, yaşadığı zorluklara rağmen öğretmenlik hayalini gerçekleştirerek öğrencilerine ilham kaynağı oldu.",Yaşam
23,"Çırak olarak başladı, milli hava araçlarının tedarikçisi oldu","Sanayi bölgesine çırak olarak adım atan girişimci, zamanla Türkiye'nin milli hava araçlarına üretim yapan başarılı bir tedarikçiye dönüştü.",Yaşam
24,Anevrizmada genetik yatkınlığa dikkat,"Ani başlayan dayanılmaz şiddette baş ağrısıyla kendini ele veren anevrizma, henüz patlamadan tespiti durumunda başarıyla tedavi ediliyor. Ailesinde anevrizma öyküsü olanların ise takip altında olması hayati önem taşıyor.",Yaşam
25,Uşaklı Şevket dede asırlık su değirmeninde 54 yıldır buğday öğütüyor,"Uşak'ın Banaz ilçesinde yaşayan 84 yaşındaki Şevket Çiloğlu, ilerlemiş yaşına rağmen baba yadigarı su değirmeninde un yapımını sürdürüyor.",Yaşam
26,"Müziğe kemençeyle başlayan görme engelli Esenay, 4 enstrüman daha çalmayı öğrendi","Müziğe kemençe çalarak başlayan 19 yaşındaki doğuştan görme engelli Esenay Duru Köse, okuldaki azmi sayesinde flüt, piyona, bağlama ve klarnet çalmayı öğrendi.",Yaşam
27,İstanbul’un sinsi düşmanı: Trafik kaynaklı hava kirliliği,"İstanbul’da, hava kirliliğine yol açan en büyük faktörün trafik ve motorlu araçlar olduğu belirtiliyor. Kirlilikte aslan payı ise dizel araçların atmosfere saldığı zehirli partikül madde ve gazlara ait. Birçok hastalığa neden olan PM10, PM2.5 ve NO2 gibi kirleticilerden korunmak için trafiğin yoğun olduğu noktalarda maske kullanılması öneriliyor.",Yaşam
28,Kızılırmak Deltası bu kış yaklaşık 160 bin su kuşuna yuva oldu,"Kızılırmak Deltası'nda yapılan sayımda, bu kış yaklaşık 160 bin su kuşu tespit edildi. En fazla tespit edilen türler arasında yeşilbaş ördek, sakar meke ve çamurcun var.",Yaşam
29,Karaelmas Ekspres tanıtım turunu tamamladı,"Türkiye'nin yeni turistik treni Karaelmas Ekspresi, 12 Nisan'da başlayacak Batı Karadeniz Turistik Tren Turu seferleri öncesinde, 8 Mart Cuma günü Ankara'dan çıktığı tanıtım turunu tamamladı.",Yaşam
30,Halkalı-Kapıkule hattının tek kadın makinisti,Güler Baran'ın çocukken geleceğe dair kurduğu hayallerde makinist koltuğunda oturmak vardı. Onun bu hayali 2019 yılında Marmaray ile gerçeğe dönüştü. Güler Baran şimdi Halkalı-Kapıkule arasında sefer yapan tren hattının tek kadın makinisti olarak çok sevdiği mesleğine devam ediyor.,Yaşam
31,Atık şişelerden yaptığı objelerle kendi markasını kurdu,"Genç kadın girişimci Tuğçe Uzgören Şahin, atık şişelerden, bardak, mumluk, vazo, küllük, kürdanlık yaparak, kendi markasını oluşturdu.",Yaşam
32,Türk kadınının gücünü semalara taşıyorlar,"Türk Silahlı Kuvvetlerinde, çok maksatlı ""Skorsky"" tipi helikopter ve çok kapsamlı görevlerde kullanılabilen ""B-200"" tipi uçağı gökyüzüyle buluşturan kadın pilotlar, Türk kadınının gücünü semalara taşıyor.",Yaşam
33,Eğitimde yaşa takılmayan kadınlar,"Kimi çocuklarına örnek olmak, kimi yarım kalan hayalini tamamlamak kimi de kariyerini desteklemek için bu yolda. Yükseköğretim Kurulu’nun sunduğu fırsatla üniversite eğitimi alan kadınların hikayesine gelin yakından bakalım.",Yaşam
34,"Akkuyu NGS ""nükleer sektörün mücevherleri"" olan kadın mühendislere emanet","Türkiye'nin en büyük yatırımları arasında bulunan ve tamamlandığında ülkenin elektrik talebinin yüzde 10'unu tek başına karşılaması öngörülen Akkuyu Nükleer Güç Santrali'nde (NGS) çalışan kadın mühendisler, ülkenin geleceğini aydınlatıyor.",Yaşam
35,Ambulans sürücüsü olarak başladığı 112'de 20 yılı geride bıraktı,"Trabzon'da 20 yıl önce mesleğe ambulans sürücüsü olarak başlayan paramedik Zeynep Kırandı, acil sağlık çalışanlarının yetiştirilmesinde görev üstleniyor.",Yaşam
36,Bakan Ersoy: Antalya'da bu yıl 17 milyon turist bekleniyor,"Bakan Ersoy, Antalya'da bu yıl 17 milyon turist beklediklerini söyledi. Ersoy, ""Raporlara baktığımız ve 2023 ile kıyasladığımızda 2024 için yüzde 30'lara varan hatta bazı noktalarda yüzde 40'lara varan rezervasyon artışları var"" dedi.",Yaşam
37,Hayallerinin peşinden giden vali yardımcısının hedefi milli paraşütçü olmak,"Yamaç paraşütü pilotu olan Artvin Vali Yardımcısı Dilara Şenoğlu, milli sporcu olmayı hedefliyor.",Yaşam
38,Baba mesleği tırcılığı seçen kadın şoför 8 ayda 60 bin kilometre yol yaptı,"Adana'da yaşayan 35 yaşındaki Leyla Elaldı, uzun yıllar farklı iş kollarında çalıştıktan sonra, baba mesleği tır şoförlüğünü meslek edindi.",Yaşam
39,Yaren leylek eşine kavuştu,"Bursa'nın Karacabey ilçesinde, Uluabat Gölü'nün kıyısındaki Eskikaraağaç Mahallesinde balıkçı Adem Yılmaz ile kurduğu ''dostluk hikayesi`yle tanınan `Yaren` leyleğin ardından eşi ''Nazlı''nın da gelmesiyle `Leylek köyü`ne ziyaretlerin artarak sürmesi bekleniyor.",Yaşam
40,Kadın pilot adayı sayısı 3 kat arttı: 3 öğrenciden 1'i kadın,Türk Hava Kurumu (THK) Üniversitesi Hava Ulaştırma Fakültesi pilotaj bölümündeki her 3 öğrenciden 1'i kızlardan oluşuyor.,Yaşam
41,İstem dışı uyku hali: Mikro uyku neden tehlikeli?,"Mikro uyku, trafik, iş ve ev kazalarının nedenlerinden biri olarak görülüyor. Kişi yeteri kadar uyumazsa beyin, istem dışı birkaç saniyelik uykulara dalıyor. Kişi kendisini uyanık sansa da aslında uyuyor. Bu uyku süreci ya da uyanırken yaşanan panik kazalara davetiye çıkarıyor.",Yaşam
42,Irak Türkü gençler Mersin'de buluştu,"Yurtdışı Türkler ve Akraba Topluluklar Başkanlığı tarafından Mersin'de 150 Irak Türkü öğrencinin katılımıyla ""Türkmeneli Kış Gençlik Kampı"" düzenlendi.",Yaşam
43,Rahim nakliyle dünyaya gelen ikinci bebek ilk adımlarını attı,"Türkiye'de rahim nakliyle bebek sahibi olan ikinci kişi kişi olan Havva Erdem, çocukları Özlenen Erdem'in ilk adımlarının heyecanını yaşıyor. Özlenen'in ilk adımlarını gören Akdeniz Üniversitesi Rektörü Prof. Dr. Özlenen Özkan, ""Bu mucizeye ekibimizle birlikte imza attık. Rahim nakli dünya için çok hayal edilen bir şey değildi"" dedi.",Yaşam
44,Bağımlılıkla mücadelenin adresi: YEDAM,"Yeşilay Danışmalık Merkezi (YEDAM) açıldığı günden bu yana 1 milyonu aşkın çağrı aldı. Türkiye ve KKTC’de 107 merkezi bulunan YEDAM, profesyonel ekibiyle 300 bine yakın kişiyle görüşme yaptı. 120 bine yakın kişiye ise sosyal destek hizmeti verdi.",Yaşam
45,Yeni haftada hava nasıl olacak?,"Mevsim normalleri üzerinde seyreden hava sıcaklığı düşüyor. Türkiye, yeni haftada soğuk ve yağışlı havanın etkisi altına giriyor. Kıyı Ege ve Antalya çevresinde sağanak bekleniyor.",Yaşam
46,"Yeni haftada sıcaklık düşecek, yağış etkili olacak","Mevsim normalleri üzerinde seyreden hava sıcaklığı düşüyor. Türkiye, yeni haftada soğuk ve yağışlı havanın etkisi altına giriyor. Kıyı Ege ve Antalya çevresinde sağanak bekleniyor.",Yaşam
47,"Kalp ameliyatı ve kansere rağmen koştu, Türkiye rekorunu kırdı","İzmir'de emeklilik sonrası hobi olarak başladığı atletizmde çok sayıda madalya kazanan 63 yaşındaki Murat Sağlam, geçirdiği açık kalp ve prostat kanseri ameliyatlarına rağmen pes etmeyerek Bursa'da takımıyla katıldığı Türkiye Masterler Salon Atletizm Şampiyonası'nda yaş grubunda Türkiye rekorunu kırmayı başardı.",Yaşam
48,"Obez kedi ""Şiraz"" pilates yaparak ve yüzerek zayıflıyor","Düzensiz beslenme ve hareketsizlik nedeniyle obeziteye yakalanan 4 yaşındaki kedi ""Şiraz"", pilates yaparak, havuzda yüzerek fazla kilolarından kurtulmaya çalışıyor.",Yaşam
49,Kastamonu'da 600 yıllık geleneksel kızak yarışları yapılamadı,"Kastamonu'nun Ağlı ilçesinde yaşayanlar, yüzyıllardır her kış gerçekleştirdikleri kızak yarışlarını bu yıl yeterli kar yağışının olmaması nedeniyle yapamadı.",Yaşam
50,Sepsiste erken teşhis hayat kurtarıyor,"Halk arasında “kan zehirlenmesi” olarak bilinen sepsis, hemen müdahale edilmediği taktirde ölüme varan sonuçlar doğurabiliyor. Öyle ki dünyada her 2,8 saniyede bir kişi sepsis nedeniyle ölüyor. Belirtileri pek çok hastalıkla benzerlik gösterdiği için doğru tanı koyulması tedavideki kilit noktayı oluşturuyor.",Yaşam
51,Madenciler enkazdan çıkardıkları Songül'ü ilk turnuvasında yalnız bırakmadı,"Adıyaman'da enkaz altında kalan Songül Göksu'yu kurtaran madenciler, Türkiye Para Karate Şampiyonası'na katılan genç kızı desteklemek için Zonguldak'tan Ankara'ya geldi.",Yaşam
52,İklim değişikliği Karadeniz'in turizm potansiyelini artırıyor,"Dr. Nazan An ve Dr. Tufan Turp tarafından yapılan araştırma, Karadeniz'in yaz turizmi için ideal bir konfor sunabileceğini ve turizm sektörünün iklim değişikliğine uyum sürecinde önemli bir alternatif sunabileceğini ortaya koydu.",Yaşam
53,Bozayıların yaşamları uydu vericisiyle takip ediliyor,"Kars'ın Sarıkamış ilçesindeki ormanlarda yaşayan bozayılar, bu sezon kar ve dondurucu soğuklar nedeniyle kış uykusuna yattı. Uydu vericisiyle takip edilen 10 bozayının, ilkbahar mevsiminde kış uykusundan uyanması bekleniyor.",Yaşam
54,3 bin göz sürekli yaban hayatını tarıyor,"Anadolu Parsı’nın hala yaşıyor olduğu, Karakulak’ın ormanın derinliklerinde saklandığı ya da yaban keçilerinin inanılmaz kaya tırmanışını yeniden görebilmemizin arka planında 3 bin göz bulunuyor. Doğa Koruma ve Milli Parklar tarafından yerleştirilen fotokapanlar doğanın bekçiliğini yapıyor.",Yaşam
55,Oyuncu Tolga Savacı hayatını kaybetti,"ABD'de yaşayan oyuncu Tolga Savacı, geçirdiği kalp krizi nedeniyle vefat etti.",Yaşam
56,28 Şubat Sivil Savunma Günü,"Sivil savunma, cephe gerisinde yapılan ve sadece savaş dönemlerinde değil, barış dönemlerinde ve doğal afetlerde halkın can, mal kaybını en aza indirmek için yapılan tüm faaliyetleri kapsıyor. Türkiye’de 28 Şubat, 1959 yılından beri Sivil Savunma Günü olarak kutlanıyor.",Yaşam
57,Bilecikli çömlek ustası okullarda çocuklara çömlek sanatını öğretiyor,"Bilecik'in Pazaryeri ilçesi Kınık köyünde yaşayan çömlek ustası Salim Yaşar, 68 yıldır sürdürdüğü mesleğini okullarda verdiği uygulamalı eğitimle gelecek kuşaklara aktarmaya çalışıyor.",Yaşam
58,Batman'da yaşayan Mehmet Reşit Ak 133. yaşına girdi,Batman'ın Kozluk ilçesinde 133 yaşındaki vatandaşın doğum günü kutlandı.,Yaşam
59,Yurt öğrencilerinden deprem bölgesine yardım,Niğde'de yurtlarda kalan gönüllü öğrenciler Hatay’ın Belen ilçesindeki Kömürçukuru Köyü İlköğretim Okuluna kırtasiye ve kıyafet yardımı kampanyası düzenledi.,Yaşam
60,Kastamonu'da nesli tükenmekte olan su samuru görüldü,"Zaman zaman doğal yaşam alanlarında görüntülenen su samurları, son olarak Doğa Koruma ve Milli Parklar Genel Müdürlüğü ekiplerince Kastamonu'da kayıt altına alındı. Tarım ve Orman Bakanı İbrahim Yumaklı da sosyal medya hesabından o görüntüleri paylaştı.",Yaşam
61,Gaziantep'teki okullarda geleneksel oyunlar yaşatılacak,"Gaziantep'teki okullarda teknoloji bağımlılığı ve obezitenin önüne geçmek amacıyla farklı yaş gruplarındaki öğretmen ve öğrenciler, ""mendil kapmaca"", ""tombik"", ""kaleli yakan top"" gibi geleneksel oyunları tekrar canlandıracak.",Yaşam
62,"Toros Dağları'nın eteğindeki mahallede inşa edilen gölet yöre halkına ""can suyu"" olacak","Mersin'in Mut ilçesinde, kıraç topraklara sahip kırsal mahallede yapımına başlanan gölet aracılığıyla tarımsal alanlar sulama imkanına kavuşacak.",Yaşam
63,Karadeniz'deki av sezonu süresi iklim değişikliğine bağlı olarak kısalıyor,"Karadeniz'deki balık avı sezonu süresi, küresel iklim değişikliğinin olumsuz etkileri nedeniyle kısalıyor. Eskiden hamsinin Karadeniz'de avlanma süresinin 5 ay sürdüğünü belirten uzmanlar artık bu sürenin 1,5 aya indiğini ifade ediyor. Bu durumun en önemli nedeninin küresel ısınmadan kaynaklandığı belirtiliyor.",Yaşam
64,Depremde bacaklarını kaybeden okul müdürü görevine döndü,"Kahramanmaraş merkezli depremlerde çöken evinin enkazında kalan ve iki bacağını kaybeden okul müdürü, protez bacaklarıyla görevine başladı.",Yaşam
65,Kahraman köpek Proteo'nun adı Kayseri'de yaşatılacak,"Kayseri Recep Tayyip Erdoğan Millet Bahçesi'ndeki köpek eğitim parkuruna, Kahramanmaraş merkezli 6 Şubat depremlerinde Adıyaman'da arama kurtarma faaliyetine katılan Meksikalı ekibin köpeği ""Proteo""nun ismi verilecek.",Yaşam
66,Türkiye'de ilk defa bir karakulağa uydu verici takıldı,"Muğla’nın Marmaris ilçesinde yakalanan ve Ayda ismi verilen karakulağa GSP vericili tasma takıldı. Muğla Sıtkı Koçman Üniversitesi'nden Öğretim Üyesi Dr. Yasin İlemin, Türkiye’de ilk kez bir karakulağa verici takıldığını söyledi.",Yaşam
67,Kalem klavyeden de keskin: Elle yazmak beyni daha çok çalıştırıyor,"Akıllı cihazlar yaşamı çoğu alanda kolaylaştırsa da kimi zaman geleneksel yöntemlerin bize sağladığı faydaların önüne geçebiliyor. Kalem tutarak yazı yazmanın yerini dokunmatik ekranlara ya da klavyelere bırakması gibi... Yazı yazmanın faydaları hakkında Norveç’te yapılan araştırma, kalem tutarak yazmanın beyni daha iyi çalıştırdığını gösteriyor.",Yaşam
68,D vitamininin fazlası zararlı,"Sağlıklı bir yaşam için büyük önem taşıyan D vitamini, eksikliği durumunda pek çok soruna zemin hazırlıyor. Bu durumda dışarıdan vitamin takviyesi gerekiyor. Ancak uzmanlar vitaminin gelişigüzel değil, hekim kontrolünde kullanılması gerektiği konusunda uyarıyor.",Yaşam
69,Zaman tüm yaraları iyileştirmez: Çocukluk çağı travmaları,"Travmalar çocuğun fiziksel ve psikolojik sağlığı üzerinde derin etkiler bırakıyor, gelişimini ve gelecekteki yaşam kalitesini şekillendiriyor. Uzmanlar, çocukluk çağı travmalarının önemli bir halk sağlığı sorunu olduğuna işaret ediyor.",Yaşam
70,Şubat ayında erik ağacı çiçek açtı,Şubat ayında olunmasına rağmen hava sıcaklıkları mevsim normallerinin üzerinde seyrediyor. Çanakkale'nin Çan ilçesinde de bir erik ağacı şubat ayında çiçek açtı.,Yaşam
71,'Trafikte sıfır ölüm'e bir adım daha,"Dünyada yılda 1 milyon 350 bin kişi trafik kazalarında kaybediliyor. Türkiye’de trafik kazalarında ölümleri 2053 yılında sıfıra indirmek için başlatılan Eylem Planı’nın 2024-2027 bölümü açıklandı. Otoyollara dronlu denetiminden, yeni araçlarda sürücü yorgunluğunu anlayan sisteme kadar birçok yenilik trafikte yerini alacak.",Yaşam
72,"Dünyanın ""en uzun adamı"" ve ""en kısa kadını"" bu kez Kaliforniya'da buluştu","Mardin'de yaşayan ve 2 metre 51 santimetrelik boyu ile ""dünyanın en uzun adamı"" unvanını koruyan Sultan Kösen, 62,8 santimetre boyuyla ""dünyanın en kısa kadını"" Hindistanlı Jyoti Amge ile ABD'nin Kaliforniya eyaletine bağlı Irvine kentinde bir araya geldi.",Yaşam
73,Diyarbakır'da yaban hayvanlarına havadan da yem bırakılıyor,"Diyarbakır'da Jandarma Genel Komutanlığı envanterinde bulunan ve ""Çelik Kanatlar"" olarak adlandırılan helikopter ile sarp arazilere ve karlı bölgelere nesli tehlike altındaki türler başta olmak üzere yaban hayvanları için yem bırakıldı.",Yaşam
74,Depremzede çocuklar konteyner sinemada sosyalleşiyor,"Kahramanmaraş'taki konteyner kentte düzenlenen ""sinema geceleri"" etkinliği depremzede çocuklara keyifli dakikalar yaşatıyor.",Yaşam
75,Soğuk alerjisi deyip ihmal etmeyin,"Kış aylarında özellikle cildin açık kısımlarında görülen soğuk alerjisi, önlem alınmazsa bazen nefes darlığına varan sonuçlar yaratabiliyor. Bu nedenle soğuk alerjisi olan birinin hekime başvurması büyük önem taşıyor.",Yaşam
76,"Sıcaklıklar artıyor, yağış alanı daralıyor","Son 53 yılın en sıcak ocak ayı geride kaldı. Şubat ayı da bahar havasında geçiyor. Yurt genelinde geçen hafta yağış etkiliydi, sıcaklık mevsim normallerinde seyretti. Bu hafta ise yağış alanı daralacak, sıcaklık daha da artacak.",Yaşam
77,Yaban hayatı yerinde yakından takip ediliyor,"Doğa Koruma ve Milli Parklar Genel Müdürlüğü (DKMP), yaban hayatının korunması için fotokapan, halkalama ve GPS-GSM'li tasmalarla hayvan türlerini izleyerek koruma stratejileri belirliyor.",Yaşam
78,Annesinin okuması için sırtında taşıdığı kızı öğretmen olmayı başardı,"Karaman'da doğuştan serebral palsi hastası 27 yaşındaki Ayşe Uzunoğlu, yaşadığı zorluklara rağmen azmi ve eğitimi için kendisini sırtında taşıyan annesinin çabalarıyla öğretmen olma hayaline kavuştu.",Yaşam
79,Gastronomi şehrinin liseli baklava üreticileri hem okuyor hem de para kazanıyor,"Gaziantep'te Hacı Muzaffer Bakbak Mesleki ve Teknik Anadolu Lisesinde kurulan akademide baklava yapan öğrenciler, bir yandan meslek öğrenirken diğer yandan da para kazanıyor. Öğrenciler, ""Baklava Akademisi""nde ürettikleri ürünlerden okula 1 yılda yaklaşık 4 milyon lira gelir sağladı.",Yaşam
80,"Ebrar Sitesi'nde eşini, annesini, iş yerini kaybeden genç kadın yeniden ""ayağa kalktı""","6 Şubat 2023'te meydana gelen depremlere Ebrar Sitesi'nde yakalanan ve eşini, annesini, evini, iş yerini kaybeden 30 yaşındaki Ayşe Akdağ, enkaz altından kendisiyle birlikte kurtarılan 2 çocuğuyla yaşam savaşı veriyor.",Yaşam
81,Arılar kış uykusuna yatmadı: Martta toplu arı ölümleri görülebilir,"Kış aylarında sıcaklıkların mevsim normallerinin üzerinde seyretmesi doğanın dengesini bozuyor. Birçok hayvan gibi arılar da bu değişimden etkileniyor. Yurdun büyük kesiminde arılar, kış uykusu olarak tabir edilen kış salkımına girmedi. Mart ayında bastırması beklenen kış koşullarının toplu arı ölümlerine yol açmasından endişe ediliyor.",Yaşam
82,Öğrenciler müzik eşliğinde egzersiz yaparak derse başlıyor,"Kayseri'de bir ilkokulda görev yapan sınıf öğretmeni Şule Yüksel, okul bahçesinde topladığı öğrencileri, müzik eşliğinde egzersiz yaptırdıktan sonra sınıflarına alıyor.",Yaşam
83,Nesli tehdit altındaki vaşaklar Ardahan'da görüldü,"Uluslararası Doğayı Koruma Birliğinin ""kırmızı listesinde"" nesli tehlike altında bulunan vaşaklar Ardahan'da fotokapan tarafından görüntülendi.",Yaşam
84,"Yıllar önce lösemiyi yendi, şimdi de hasta çocuklara umut oluyor","Lösemiyi 2 yıl süren tedaviyle yenen Sıla Duran, gezdiği hastanelerde tedavi gören lösemili kardeşlerine tecrübelerini aktarıp umut oluyor.",Yaşam
85,Kanserli çocukların umudu: Cerrahpaşa Aile Evi,"Çocukluk çağında kansere yakalanan çocuklar, aileleriyle kaldıkları Kanserli Çocuklara Umut Vakfı (KAÇUV) Cerrahpaşa Aile Evi'nde verilen psikolojik ve sosyal destekle umutlarını yitirmeden hastalıkla savaşmayı öğreniyor.",Yaşam
86,Çocuğum fenomen olmak istiyor!,"Bir çocuğun sosyal medya platformlarını kullanabilmesi için en az 13 yaşında olması gerekiyor. Ancak çok daha küçük çocuklar da bu platformlarda boy gösteriyor. Peki, çocukların şevkini kırmadan onları sosyal medyanın tehlikelerinden korumak mümkün mü?",Yaşam
87,Yaşama dair her şey bu müzede: Hayatın kaynağına yolculuk,"Hacettepe Üniversitesi bünyesinde açılan Biyosfer Müzesi, jeolojik fosillerden mikroorganizmalara, mantarlardan kuşlara kadar yüzlerce türe ait örnekleri bir araya getirdi. Türkiye ve dünyadan toplanan sürüngen, balık, kuş, memeli örnekleri aynı çatı altında buluştu. Müzede dolaşanlar hayatın kaynağına yolculuk yapıyor.",Yaşam
88,Klasik müzik dinleyen ineklerin süt üretimi arttı,"Yozgat’ta çiftlikteki ineklerine klasik müzik dinleten Abdullah Güngör, hayvanların günlük sağımını ikiden üçe çıkararak hayvan başına günde 25 litre süt elde etmeye başladı.",Yaşam
89,2023’te Türkiye’de 1475 sıra dışı hava olayı yaşandı,"Türkiye 2023 yılını da meteorolojik olaylar açısından hareketli geçirdi. Şiddetli yağış, sel, fırtına, dolu… Yıl boyunca 1475 sıra dışı hava olayı kayıtlara geçti.",Yaşam
90,"Yazar Üstün İnanç, 87 yaşında vefat etti","Gazeteci, yazar ve senarist Üstün İnanç, sabah saatlerinde tedavi gördüğü hastanede vefat etti.",Yaşam
