,Başlık,İçerik,Kategori
33,Çocuklarda bu mevsimde artan solunum yolu enfeksiyonuna karşı ne yapılmalı?,"Sağlık Bakanı Fahrettin Koca, özellikle eylülden itibaren görülmeye başlayan solunum yolu enfeksiyonlarına ilişkin Çocuk Enfeksiyon Hastalıkları Uzmanı Prof. Dr. Ateş Kara'nın açıklamalarını paylaştı.",Çocuk
34,Çocukların internetteki istismar görüntülerinin paylaşımı yüzde 1800 arttı,"İnternet İzleme Vakfı (IWF) bugün yaptığı açıklamada, cinsel istismara uğrayan çocukların fotoğraf ve videolarının paylaşımının son on yılda yüzde 1800 arttığını duyurdu.",Çocuk
35,Çocuklara ekran eşliğinde yemek yedirmek neden tehlikeli?,"Çocuklar yemek yemeden oyuna, vakitlerinin büyük bölümünü ekrana bakarak geçiriyor. Uzmanlar özellikle ekran eşliğinde yemek yemeninin yol açtığı tehlikelere dikkat çekiyor.",Çocuk
36,“Kare Takımı: Gizemli Ada” 29 Eylül'de sinemalarda olacak,"TRT Çocuk’un sevilen çizgi dizisi 'Kare', bu kez sinema filmiyle küçük dostlarıyla buluşacak. 'Kare Takımı: Gizemli Ada' adlı animasyon filmi 29 Eylül’de beyaz perdede olacak.",Çocuk
37,Yaz tatilinde bozulan beslenme düzenini toparlama zamanı,"Beslenme hayatımızın her döneminde olduğu gibi okul çağı çocuklarında da çok önemli. Öğrenciler yaz tatilinden çıktıkları için daha düzensiz beslenme eğilimindeler. Peki, çocukların bozulan beslenme düzeni için nelere dikkat edilmeli?",Çocuk
38,Yapay zeka araçları çocuk gelişimi üzerinde bir tehdit mi?,"Birleşmiş Milletler’in eğitim, bilim ve kültür kurumu UNESCO, yayınladığı kılavuzda okul çağındaki çocukların üretken yapay zeka araçlarını kullanmasına dikkat çekti.",Çocuk
39,Babayla kurulan ilişki çocuğun dış dünyaya açılan kapısı,"Çocuk anne bedeninde yaşama tutunuyor, büyüyor ve gelişiyor. Özellikle 0-6 yaş arasında öncelikli bakımın annede olduğu, babanın biraz geri planda olabileceği düşünülüyor. Peki, bu durum çocuğun karakterini nasıl şekillendiriyor?",Çocuk
40,Okul sezonu öncesi ailelere 'süper enfeksiyon' uyarısı,"""Süper enfeksiyon"", kış aylarında özellikle çocuklarda sıklıkla görülen nezle ve grip gibi mevsimsel hastalıkların başka virüslerle birleşerek salgın seviyesine yükselmesiyle oluşuyor. Her yıl okulların başlama zamanında etkisini gösteren enfeksiyona karşı uzmanlar uyardı.",Çocuk
41,Okulla ilgili söylenen yalanlar hayal kırıklığına yol açıyor,Aileler cazip hale getirmek için çocuklarına okulu renkli bir şekilde anlatabiliyor. Ancak okulla ilgili söylenen yalanlar çocuklarda okul fobisine yol açabilir.,Çocuk
42,Dijital uygulamalar okulda başlayan zorbalığı eve taşıyor,"Sosyal Medya ve Dijital Güvenlik Eğitim Araştırma Merkezi (SODİMER) Başkanı Prof. Dr. Levent Eraslan, ekran bağımlılığının akran zorbalığını artırdığına dikkati çekerek, okulda başlayan zorbalığın WhatsApp ve benzeri uygulamalar aracılığıyla evde de devam ettiğini söyledi.",Çocuk
43,Çocuklarda diş sıkma neden görülür?,"Her 10 çocuktan 2 ila 3'ünde diş sıkma ya da gıcırdatma görülebiliyor. Peki, çocuklarda diş sıkma en çok hangi nedene dayanıyor? Anatomik mi yoksa psikolojik mi?",Çocuk
44,Bakanlık aileleri 'sanal dünya' konusunda uyardı,"Aile ve Sosyal Hizmetler Bakanlığınca, dijital platformların bilinçsiz kullanımının çocuklarda olumsuz durumlara sebep olabileceği belirtilerek, çocukların sanal dünyada yalnız bırakılmamaları konusunda uyarıda bulunuldu.",Çocuk
45,Boşanma sürecinden çocuklar nasıl korunur?,Sevgiyle bir araya gelen çiftler bazen tam tersi duygularla yollarını ayırabiliyor. Bu durum en çok çocukları etkiliyor.,Çocuk
46,Çocuklara tuvalet eğitimi nasıl verilmeli?,"Çocukların tuvalet eğitimi süreci doğru zamanlama, çocuğun hazır oluşu ve sabırlı bir yaklaşım gerektiriyor. Bu süreci daha etkili ve olumlu bir şekilde yönlendirmek isteyen ebeveynlere uzmanların önerisi anlayış olmak...",Çocuk
47,İdealize edilmiş beden ölçüleri Barbie Sendromu'na yol açabilir,"Bu yıl 64. yaşını kutlayan Barbie bebeklerin ilk uzun metrajlı filmi, yıllardır devam eden bir tartışmayı yeniden gündeme taşıdı: Barbie Sendromu.",Çocuk
48,Dijital nefret dili çocukları da etkiliyor,"Sosyal medya, nefret söylemi taşıyan içeriklerin yayılması için en uygun ortam. Peki, bu mecralardaki nefret dili ve felaket senaryoları vaktinin çoğunu internette geçiren çocukları nasıl etkiliyor?",Çocuk
49,Raşitizmin sebebi D vitamini eksikliği,"Türkiye’de D vitamini eksikliği sonucu görülen raşitizm, kemik gelişimini etkileyen ciddi bir sağlık sorunu… Anne adaylarındaki D vitamini eksikliği bir yana bırakılırsa, en sık 5 yaş altındaki çocuklarda görülüyor. Ancak Sağlık Bakanlığı’nın etkin D vitamini eksikliğini önleme programı sayesinde raşitizm, önceki yıllara göre önemli ölçüde azaldı.",Çocuk
50,Çocuklar için güvenli bir gelecek: Ortak ebeveynlik,"Çocuk yetiştirmek, anne ve babalar için önemli bir sorumluluk. Uyumlu iletişim ve iş birliği ile çocuklara duygusal iyilik, akademik başarı, sosyal beceri ve mental sağlık sağlanabiliyor. Uzmanlar, ortak ebeveynliğin çocukların gelecekteki yaşam şartlarına hazırlanmasında önemli bir rol oynadığını vurguluyor.",Çocuk
51,Çocuklarda sorumluluk bilinci nasıl gelişir?,"Küçük yaşlardan itibaren çocuklara sorumluluk bilinci aşılamak onların öz güvenini pekiştiriyor. Peki, aileler nasıl davranmalı?",Çocuk
52,"Çizgi film deyip geçmeyin! Çocuklara hangi yaşta, ne izletilmeli?","Çizgi filmler ebeveynlerin mola vermesi için kurtarıcı bir aktivite olarak kullanılsa da, asıl işlevi çocukların gelişimine katkı sağlamak. Peki yaşlara göre çocuklar ne izlemeli?",Çocuk
53,Gençlerin favori adresi: Gençlik Merkezleri,"Gençlik ve Spor Bakanlığı bünyesinde kurulan Gençlik Merkezleri, sanattan spora, bilimden teknolojiye kadar pek çok alanda çocuk ve gençlere ücretsiz hizmet veriyor, gelişimlerine katkıda bulunuyor.",Çocuk
54,Çocuklara uygun dijital oyunlar nasıl seçilir?,Gelişim dönemindeki çocuklar internette karşılarına çıkan zararlı içeriklerden az ya da çok etkileniyor. Bu içeriklere karşı çocukları korumak ise ebeveynlere düşüyor.,Çocuk
55,Deniz ve havuz keyfi tatilinize gölge düşürmesin: Kulak enfeksiyonlarına dikkat,"Kurban Bayramı tatilini fırsat bilip soluğu deniz ya da havuzlarda alanlar için uzmanlar, kulak sağlığıyla ilgili önemli bir uyarıda bulunuyor. Kulak içinin nemli kalması, şiddetli ağrılara yol açabilecek enfeksiyonlara sebep olabiliyor. Özellikle çocuklar bu konuda daha da risk altında.",Çocuk
56,Sosyal medya fenomenleri ergenlik çağındakileri nasıl etkiliyor?,"Ergenlik gençlerin kendini tanıma, aileyle çatışma ve yeni rol modeller arama süreci. Bu süreçte aile dışında yeni rol modeller arayan çocuklar en çok popüler olana yöneliyor. Ancak günümüzde popülarite deyince akla ilk, sosyal medya geliyor.",Çocuk
57,10 soruda kızamık hastalığı,"Ateş, halsizlik, öksürük ve deri döküntüleri gibi belirtiler gösteren kızamık, bulaşıcılığı en fazla olan hastalıklar arasında. Ancak güvenli ve etkili aşısı sayesinde aynı zamanda önlenebilir bir hastalık. Öyle ki iki doz kızamık aşısı yaptıranlar yüzde 95 ila 99 oranında hastalıktan korunuyor.",Çocuk
58,Çocuk gelişiminde sporun etkisi,"Dijitalleşmenin geçmişe nazaran çok daha yaygın olduğu bu dönemde çocuklar artık daha az hareket ediyor, ekran karşısında daha fazla vakit geçiriyor. Doğru gelişim içinse sportif faaliyetler kritik rol oynuyor.",Çocuk
59,Yaz tatilinde çocuklar için İstanbul gezi rotası,"Öğrenciler için zil çaldı, yaz tatili başladı. İlk ve ortaöğretim kurumlarındaki çocuklar, eğitim-öğretim yılının sonuna gelerek karnelerini aldı. Öğrenciler ve aileleri büyük bir heyecan yaşarken biz de onların yaz tatilinde İstanbul'da gezebilecekleri rotaları TRT Çocuk Ebeveyn Akademisi'nde yer alan ve sürekli güncellenen makalelerden derledik.",Çocuk
60,Çocuklarda çalma davranışı: Kleptomani,"Çocuklarda çalma davranışı okul öncesi dönemde mülkiyet kavramının henüz oluşmamasıyla ilişkilense de, ergenlik döneminde tekrarlayan bu tür davranışlar kleptomaniyi işaret edebiliyor. Peki çocuklar neden çalıyor?",Çocuk
61,Gözde beyaz ışık parlaması tümör habercisi olabilir,"Gazi Üniversitesi Tıp Fakültesi Hastanesi Göz Hastalıkları Ana Bilim Dalı Öğretim Üyesi Doç. Dr. Tuba Atalay, çocuklarda göz içinde beyaz ışık parlamasının kötü huylu bir tümör olan ""retinoblastom"" belirtisi olduğunu belirterek erken tanı ve tedavi için 1 yaşa kadar olan rutin göz muayenelerinin mutlaka yapılması gerektiğini açıkladı.",Çocuk
62,Akdeniz anemisinin kesin çözümü: Kemik iliği nakli,"Akdeniz anemisi olarak da bilinen talasemi, taşıyıcılarda önemli bir soruna sebep olmazken, hastalarda ağır kansızlığa yol açıyor. Henüz bebekken tespit edilen hastalığın kalıcı çözümü ise kemik iliği nakli.",Çocuk
63,TRT Çocuk’un Türkçe hassasiyeti,Çocukların gelişim döneminde Türkçenin doğru kullanımı onların ana dilimize ve kültürümüze hâkimiyeti açısından büyük önem taşıyor. Doğru Türkçe kullanımı söz konusu olduğunda ise Türkiye’deki çocuk kanalları arasında biri öne çıkıyor: TRT Çocuk.,Çocuk
64,Çocuklar hangi tip macunu kullanmalı?,Sağlıklı dişlerin temeli henüz çocukluk çağında atılıyor. İlk dişle birlikte ağız ve diş bakımına başlanıyor. Bu noktada hangi tip diş macununun tercih edildiği önemli.,Çocuk
65,Çocuklar siyasi haber ve içerikleri anlamlandıramıyor,"Evde, işte, sokakta, Türkiye’nin bir numaralı gündemi son haftalarda seçimdi… Seçim bitti ancak çocukların ruh hali bu süreçten olumsuz etkilendi. Çünkü çocukların baş edemeyecekleri konulara maruz kalması onları kaygıya sürüklüyor.",Çocuk
66,Bebeklerde hipotiroidi ihmale gelmiyor,"Yenidoğan Tarama Programı kapsamında tespit edilen konjenital hipotiroidi, acil tedavi gerektiren bir sorun. İhmal edildiği taktirde başta zeka geriliği olmak üzere bebeklerde ciddi sağlık problemlerine yol açıyor. Oysaki hekim kontrolünde düzenli ilaç kullanımıyla kolayca tedavi edilebiliyor.",Çocuk
67,Çocuklarda saç koparma: Nedeni baş edilemeyen stres olabilir,"Çocuklar en az yetişkinler kadar strese maruz kalabiliyor ve stres altında da yetişkinlerdekine benzer çeşitli psikolojik sorunlar baş gösterebiliyor. Bu sorunlardan biri, Saç Yolma Hastalığı yani Trikotillomani...",Çocuk
68,Evcil hayvanlar çocuk gelişimini nasıl etkiliyor?,"Kimi zaman ailelerin yaklaşımı, kimi zaman ise yaşanan travmatik olaylar çocukların hayvanlardan korkmasına yol açabiliyor. Oysa evcil hayvanların, çocuk gelişimi ve psikolojisi üzerinde olumlu etkileri bulunuyor.",Çocuk
69,Görmezden gelinen salgın: Dijital demans,"Anılarını, en yakınlarını hatta yaşamın gerekliliklerini unutmak yaş aldıkça ortaya çıkan hastalıklardan olan demansın getirdiği sonuçlar. Dijitali hayatımıza aldığımızdan beri ise unutkanlık genç yaşlardan itibaren hızla yayılıyor. Alman bir sinirbilimci bu durumu dijital demans olarak tanımlıyor. Peki, dijital bunama kimleri tehdit ediyor?",Çocuk
70,"TRT Diyanet Çocuk kanalı yayına başladı: ""Tabii""den izlenebilecek","TRT Diyanet Çocuk kanalı, Diyanet İşleri Başkanlığı ile Türkiye Radyo ve Televizyon Kurumu iş birliğinde yayın hayatına başladı. ""Kalplere Yolculuk” sloganıyla ve 24 özgün içerikle test yayınına başlayan “TRT Diyanet Çocuk” kanalı, çocuklar için dini içerikli animasyon çizgi diziler üretecek.",Çocuk
71,Çocuğunuza duygusal manipülasyon uyguluyor olabilir misiniz?,"Dünya Sağlık Örgütü çocuğun sağlığına, fiziksel ve psikososyal gelişimine zarar veren, yetişkin bireyler veya toplum tarafından bilerek ya da bilmeyerek uygulanan her türlü kötü muameleyi çocuk istismarı olarak tanımlıyor. Duygusal istismarı kimi zaman ise aileler çocuklarına bilinçsizce uyguluyor.",Çocuk
72,Çocuklarda “Kekeleme” neyin göstergesi?,"Henüz konuşmaya başlayan çocuklarda görülen kekeleme, ebeveynler için endişe konusu. Zira küçük yaşlarda kalıcı olup olmadığı bilinemiyor. Kekeleme, çocukların iç dünyasında çözemedikleri bir durumun yansıması olabilirken nörolojik temelli bir sorunun göstergesi sayılabiliyor.",Çocuk
73,"6 Şubat depremlerinden 4,8 milyon çocuk etkilendi","Uluslararası Pediatri Kurumu'un yürüttüğü bilimsel çalışmada, ülke genelinde 4,8 milyon çocuğun Kahramanmaraş merkezli depremlerden etkilendiği ortaya çıktı.",Çocuk
74,Çocukları anlamanın yolu: Oyun terapisi,"Çocukları anlamak yetişkinler kadar kolay değil çünkü henüz kendilerini anlatmaya yeterli kelimeleri yok. Hayal güçlerini en iyi şekilde yansıttıkları oyunlar ise onları anlamanın en iyi yöntemlerinden biri. Ancak, duygu temelli sorunlarda kullanılan oyun terapisi, biyolojik veya fizyolojik sorunlarda fayda sağlamıyor.",Çocuk
75,Okullarda akran zorbalığına ailelerin tavrı mı yol açıyor?,Birçok insan çocukluk döneminde kendi akranlarından küçük ya da büyük zorbalıklara maruz kalabiliyor. Araştırmalara göre çocukların yaklaşık yüzde 14'ü akran zorbalığıyla mücadele ediyor.,Çocuk
76,Çocuklar için yeni kitap: ‘İlk Meclis’e Yolculuk’,"Gazeteci-Yazar Sefa Salantur, uzun yıllar görev yaptığı TBMM’de, çocukları zaman tünelinde bir yolculuğa çıkarıyor. ‘İlk Meclis’e Yolculuk’ adını verdiği öykü kitabıyla, zor şartlarda yeni bir ülke kuran ilk Meclis’i anlatıyor.",Çocuk
77,Çocuğu okula gitmek istemeyen anne babalara öneriler,"Mide bulantısı, ağrı, halsizlik ve yorgunluk... Çocuğunuz hiç bu şikayetlerle okula gitmek istemediğini söyledi mi? Çocuklar bu rahatsızlıkları gerçekten hissediyor ancak altında yatan neden psikolojik olabiliyor.",Çocuk
78,Korku ve endişe çocuk beynini nasıl etkiler?,"Bazı çocuklar duygularını açıkça ifade ederken, diğerleri duygularını içlerinde saklayabilirler. Çocukların beyinleri henüz tam olarak gelişmemiş olduğundan, stresli ve kaygılı durumlar beyinlerinde olumsuz etkiler yaratabilir. Bu durumda özellikle ebeveynlerin üzerine düşen ise gerektiğinde çocuğa psikolojik desteği sağlamak.",Çocuk
79,Çocuklardaki ani ölümler kalp krizi değil kalıtsal,"Türkiye’de her yıl yaklaşık 10 bin ila 15 bin bebek doğumsal kalp hastalığı ile dünyaya geliyor. Çocuklarda kalp rahatsızlıkları doğuştan olabileceği gibi sonradan da ortaya çıkabiliyor. Dünya Kalp Sağlığı haftasında, çocuklarda görülen kalp rahatsızlıklarını uzmanlar anlattı.",Çocuk
80,Çocuklar neden yalan söyler?,Bazen oyunlarına renk katmak bazen de gerçekleşmesini umdukları hayaller üzerine yalanlar söyleyen çocuklar büyüdükçe yalanın olumsuz sonuçlarını da öğrenmeye başlıyor. Peki tehlike çanları kaç yaşından sonra çalıyor?,Çocuk
81,Anne baba kavgası çocuğu nasıl etkiler?,"Çatışmalar, tartışmalar, anlaşmazlıklar... Çocukların huzurunu kaçıran yetişkin davranışlarının kaynağında anne baba varsa sorun daha da büyüyor. Anne baba kavgalarına şahit olan çocuklar bu durumdan nasıl etkileniyor?",Çocuk
82,Çocuklarda işitme kaybının sebebi ne?,Yenidoğan döneminde veya sonradan ortaya çıkan işitme kayıpları ciddiye alınması gereken bir sağlık sorunu. Çünkü çocuklarda basit bir nedenden kaynaklanan geçici işitme kaybı eğer tedavi edilmezse uzun vadede kalıcı olabiliyor.,Çocuk
83,Ailelerini kaybeden çocukların hakları nasıl korunacak?,"Deprem bölgesinde çok sayıda çocuk ebeveynini kaybetti. Peki bu çocukların manevi ve maddi zararının tazmini nasıl sağlanacak, hakları nasıl korunacak? Süreç, yakınlarına teslim edilen çocuklar ile tamamen devlet koruması altında kalacak olanlar için farklı yürüyor.",Çocuk
84,Çocuklarda regresyon: Daha küçük yaşlara dönmek,"Depremlerin üstünden bir ayı aşkın süre geçti. Uzmanlar kaygı, korku gibi belirtileri hala ilk günkü yoğunlukta yaşayan çocuklar için uyarıda bulunuyor. Özellikle de “Küçük yaş grubunun özelliklerini yeniden göstermeye başlamak” olarak ifade edilen regresyona dikkat çekiyor.",Çocuk
85,Depremden etkilenen çocuklar için oyun neden önemli?,"Deprem bölgesindeki çocuklar için çok sayıda etkinlik yapılıyor, çeşitli oyunlarla travmayı atlatmaları için çaba harcanıyor. Zira böyle bir afet sonrası oyun çocukların travmalarını atlatmalarına yardımcı oluyor. Peki depremden etkilenen çocuklar için oyun ne ifade ediyor?",Çocuk
